TransactionID,Date,AccountNumber,Description,Amount,Type
TX-10031,05/07/2025,102001,Journal Entry - Tx 10031 Line 1,3328.85,Debit
TX-10031,05/07/2025,401000,Journal Entry - Tx 10031 Line 2,-3328.85,Credit
TX-10032,10/09/2025,101000,Journal Entry - Tx 10032 Line 1,1409.1,Debit
TX-10032,10/09/2025,201000,Journal Entry - Tx 10032 Line 2,-1409.1,Credit
TX-10033,20/03/2025,610000,Journal Entry - Tx 10033 Line 1,9430.32,Debit
TX-10033,20/03/2025,390000,Journal Entry - Tx 10033 Line 2,-9430.32,Credit
TX-10034,02/11/2025,501000,Journal Entry - Tx 10034 Line 1,999.74,Debit
TX-10034,02/11/2025,401000,Journal Entry - Tx 10034 Line 2,-999.74,Credit
TX-10035,28/08/2025,601010,Journal Entry - Tx 10035 Line 1,7960.26,Debit
TX-10035,28/08/2025,201000,Journal Entry - Tx 10035 Line 2,-7960.26,Credit
TX-10036,15/12/2025,610000,Journal Entry - Tx 10036 Line 1,10824.79,Debit
TX-10036,15/12/2025,401000,Journal Entry - Tx 10036 Line 2,-10824.79,Credit
TX-10037,17/05/2025,110000,Journal Entry - Tx 10037 Line 1,11540.55,Debit
TX-10037,17/05/2025,201000,Journal Entry - Tx 10037 Line 2,-11540.55,Credit
TX-10038,31/05/2025,501000,Journal Entry - Tx 10038 Line 1,6549.74,Debit
TX-10038,31/05/2025,201000,Journal Entry - Tx 10038 Line 2,-6549.74,Credit
TX-10039,15/05/2025,102001,Journal Entry - Tx 10039 Line 1,14579.73,Debit
TX-10039,15/05/2025,401000,Journal Entry - Tx 10039 Line 2,-14579.73,Credit
TX-10040,24/02/2025,110000,Journal Entry - Tx 10040 Line 1,13064.25,Debit
TX-10040,24/02/2025,402000,Journal Entry - Tx 10040 Line 2,-13064.25,Credit
TX-10041,17/09/2025,102001,Journal Entry - Tx 10041 Line 1,9154.1,Debit
TX-10041,17/09/2025,301000,Journal Entry - Tx 10041 Line 2,-9154.1,Credit
TX-10042,24/03/2025,601010,Journal Entry - Tx 10042 Line 1,8113.72,Debit
TX-10042,24/03/2025,201000,Journal Entry - Tx 10042 Line 2,-8113.72,Credit
TX-10043,03/11/2025,101000,Journal Entry - Tx 10043 Line 1,4896.13,Debit
TX-10043,03/11/2025,201000,Journal Entry - Tx 10043 Line 2,-4896.13,Credit
TX-10044,05/07/2025,110000,Journal Entry - Tx 10044 Line 1,13186.89,Debit
TX-10044,05/07/2025,210000,Journal Entry - Tx 10044 Line 2,-13186.89,Credit
TX-10045,30/01/2025,601010,Journal Entry - Tx 10045 Line 1,3651.03,Debit
TX-10045,30/01/2025,201000,Journal Entry - Tx 10045 Line 2,-3651.03,Credit
TX-10046,13/02/2025,101000,Journal Entry - Tx 10046 Line 1,10992.02,Debit
TX-10046,13/02/2025,401000,Journal Entry - Tx 10046 Line 2,-10992.02,Credit
TX-10047,06/03/2025,501000,Journal Entry - Tx 10047 Line 1,1969.45,Debit
TX-10047,06/03/2025,401000,Journal Entry - Tx 10047 Line 2,-1969.45,Credit
TX-10048,26/03/2025,601010,Journal Entry - Tx 10048 Line 1,4012.6,Debit
TX-10048,26/03/2025,390000,Journal Entry - Tx 10048 Line 2,-4012.6,Credit
TX-10049,19/04/2025,610000,Journal Entry - Tx 10049 Line 1,13937.26,Debit
TX-10049,19/04/2025,402000,Journal Entry - Tx 10049 Line 2,-13937.26,Credit
TX-10050,13/04/2025,501000,Journal Entry - Tx 10050 Line 1,10708.59,Debit
TX-10050,13/04/2025,402000,Journal Entry - Tx 10050 Line 2,-10708.59,Credit
TX-10051,29/11/2025,601010,Journal Entry - Tx 10051 Line 1,5632.64,Debit
TX-10051,29/11/2025,390000,Journal Entry - Tx 10051 Line 2,-5632.64,Credit
TX-10052,03/03/2025,101000,Journal Entry - Tx 10052 Line 1,3756.19,Debit
TX-10052,03/03/2025,301000,Journal Entry - Tx 10052 Line 2,-3756.19,Credit
TX-10053,11/01/2025,102001,Journal Entry - Tx 10053 Line 1,8845.22,Debit
TX-10053,11/01/2025,401000,Journal Entry - Tx 10053 Line 2,-8845.22,Credit
TX-10054,23/04/2025,610000,Journal Entry - Tx 10054 Line 1,157.5,Debit
TX-10054,23/04/2025,402000,Journal Entry - Tx 10054 Line 2,-157.5,Credit
TX-10055,31/01/2025,101000,Journal Entry - Tx 10055 Line 1,3472.68,Debit
TX-10055,31/01/2025,301000,Journal Entry - Tx 10055 Line 2,-3472.68,Credit
TX-10056,06/02/2025,110000,Journal Entry - Tx 10056 Line 1,7736.63,Debit
TX-10056,06/02/2025,402000,Journal Entry - Tx 10056 Line 2,-7736.63,Credit
TX-10057,06/09/2025,102001,Journal Entry - Tx 10057 Line 1,3252.84,Debit
TX-10057,06/09/2025,402000,Journal Entry - Tx 10057 Line 2,-3252.84,Credit
TX-10058,20/10/2025,102001,Journal Entry - Tx 10058 Line 1,8664.36,Debit
TX-10058,20/10/2025,390000,Journal Entry - Tx 10058 Line 2,-8664.36,Credit
TX-10059,28/07/2025,101000,Journal Entry - Tx 10059 Line 1,2896.63,Debit
TX-10059,28/07/2025,402000,Journal Entry - Tx 10059 Line 2,-2896.63,Credit
TX-10060,09/08/2025,501000,Journal Entry - Tx 10060 Line 1,5346.75,Debit
TX-10060,09/08/2025,390000,Journal Entry - Tx 10060 Line 2,-5346.75,Credit
TX-10061,28/01/2025,610000,Journal Entry - Tx 10061 Line 1,10116.8,Debit
TX-10061,28/01/2025,201000,Journal Entry - Tx 10061 Line 2,-10116.8,Credit
TX-10062,01/02/2025,110000,Journal Entry - Tx 10062 Line 1,6069.19,Debit
TX-10062,01/02/2025,201000,Journal Entry - Tx 10062 Line 2,-6069.19,Credit
TX-10063,08/05/2025,601010,Journal Entry - Tx 10063 Line 1,2914.27,Debit
TX-10063,08/05/2025,390000,Journal Entry - Tx 10063 Line 2,-2914.27,Credit
TX-10064,13/03/2025,110000,Journal Entry - Tx 10064 Line 1,6357.13,Debit
TX-10064,13/03/2025,390000,Journal Entry - Tx 10064 Line 2,-6357.13,Credit
TX-10065,08/05/2025,101000,Journal Entry - Tx 10065 Line 1,13123.57,Debit
TX-10065,08/05/2025,390000,Journal Entry - Tx 10065 Line 2,-13123.57,Credit
TX-10066,09/10/2025,610000,Journal Entry - Tx 10066 Line 1,1513.74,Debit
TX-10066,09/10/2025,401000,Journal Entry - Tx 10066 Line 2,-1513.74,Credit
TX-10067,08/01/2025,102001,Journal Entry - Tx 10067 Line 1,14536.49,Debit
TX-10067,08/01/2025,210000,Journal Entry - Tx 10067 Line 2,-14536.49,Credit
TX-10068,28/07/2025,102001,Journal Entry - Tx 10068 Line 1,7310.33,Debit
TX-10068,28/07/2025,390000,Journal Entry - Tx 10068 Line 2,-7310.33,Credit
TX-10069,31/01/2025,101000,Journal Entry - Tx 10069 Line 1,2511.32,Debit
TX-10069,31/01/2025,390000,Journal Entry - Tx 10069 Line 2,-2511.32,Credit
TX-10070,16/05/2025,501000,Journal Entry - Tx 10070 Line 1,13901.45,Debit
TX-10070,16/05/2025,301000,Journal Entry - Tx 10070 Line 2,-13901.45,Credit
TX-10071,05/08/2025,610000,Journal Entry - Tx 10071 Line 1,10464.04,Debit
TX-10071,05/08/2025,401000,Journal Entry - Tx 10071 Line 2,-10464.04,Credit
TX-10072,05/12/2025,102001,Journal Entry - Tx 10072 Line 1,10790.2,Debit
TX-10072,05/12/2025,210000,Journal Entry - Tx 10072 Line 2,-10790.2,Credit
TX-10073,01/06/2025,101000,Journal Entry - Tx 10073 Line 1,3304.63,Debit
TX-10073,01/06/2025,401000,Journal Entry - Tx 10073 Line 2,-3304.63,Credit
TX-10074,05/10/2025,110000,Journal Entry - Tx 10074 Line 1,961.32,Debit
TX-10074,05/10/2025,201000,Journal Entry - Tx 10074 Line 2,-961.32,Credit
TX-10075,26/01/2025,601010,Journal Entry - Tx 10075 Line 1,8783.46,Debit
TX-10075,26/01/2025,401000,Journal Entry - Tx 10075 Line 2,-8783.46,Credit
TX-10076,22/03/2025,601010,Journal Entry - Tx 10076 Line 1,900.35,Debit
TX-10076,22/03/2025,201000,Journal Entry - Tx 10076 Line 2,-900.35,Credit
TX-10077,06/04/2025,101000,Journal Entry - Tx 10077 Line 1,1074.39,Debit
TX-10077,06/04/2025,402000,Journal Entry - Tx 10077 Line 2,-1074.39,Credit
TX-10078,01/05/2025,601010,Journal Entry - Tx 10078 Line 1,6086.44,Debit
TX-10078,01/05/2025,210000,Journal Entry - Tx 10078 Line 2,-6086.44,Credit
TX-10079,24/10/2025,601010,Journal Entry - Tx 10079 Line 1,8938.06,Debit
TX-10079,24/10/2025,201000,Journal Entry - Tx 10079 Line 2,-8938.06,Credit
TX-10080,03/08/2025,601010,Journal Entry - Tx 10080 Line 1,9877.73,Debit
TX-10080,03/08/2025,401000,Journal Entry - Tx 10080 Line 2,-9877.73,Credit
TX-10081,11/06/2025,102001,Journal Entry - Tx 10081 Line 1,14023.86,Debit
TX-10081,11/06/2025,402000,Journal Entry - Tx 10081 Line 2,-14023.86,Credit
TX-10082,10/06/2025,501000,Journal Entry - Tx 10082 Line 1,3618.35,Debit
TX-10082,10/06/2025,210000,Journal Entry - Tx 10082 Line 2,-3618.35,Credit
TX-10083,10/12/2025,501000,Journal Entry - Tx 10083 Line 1,9700.24,Debit
TX-10083,10/12/2025,301000,Journal Entry - Tx 10083 Line 2,-9700.24,Credit
TX-10084,07/02/2025,601010,Journal Entry - Tx 10084 Line 1,189.27,Debit
TX-10084,07/02/2025,401000,Journal Entry - Tx 10084 Line 2,-189.27,Credit
TX-10085,21/02/2025,102001,Journal Entry - Tx 10085 Line 1,1145.25,Debit
TX-10085,21/02/2025,401000,Journal Entry - Tx 10085 Line 2,-1145.25,Credit
TX-10086,16/05/2025,110000,Journal Entry - Tx 10086 Line 1,2030.23,Debit
TX-10086,16/05/2025,201000,Journal Entry - Tx 10086 Line 2,-2030.23,Credit
TX-10087,06/05/2025,102001,Journal Entry - Tx 10087 Line 1,5574.43,Debit
TX-10087,06/05/2025,390000,Journal Entry - Tx 10087 Line 2,-5574.43,Credit
TX-10088,06/10/2025,601010,Journal Entry - Tx 10088 Line 1,10567.92,Debit
TX-10088,06/10/2025,402000,Journal Entry - Tx 10088 Line 2,-10567.92,Credit
TX-10089,28/09/2025,601010,Journal Entry - Tx 10089 Line 1,166.96,Debit
TX-10089,28/09/2025,301000,Journal Entry - Tx 10089 Line 2,-166.96,Credit
TX-10090,06/12/2025,102001,Journal Entry - Tx 10090 Line 1,1598.62,Debit
TX-10090,06/12/2025,301000,Journal Entry - Tx 10090 Line 2,-1598.62,Credit
TX-10091,01/03/2025,610000,Journal Entry - Tx 10091 Line 1,13351.2,Debit
TX-10091,01/03/2025,401000,Journal Entry - Tx 10091 Line 2,-13351.2,Credit
TX-10092,21/03/2025,601010,Journal Entry - Tx 10092 Line 1,4121.61,Debit
TX-10092,21/03/2025,210000,Journal Entry - Tx 10092 Line 2,-4121.61,Credit
TX-10093,25/06/2025,610000,Journal Entry - Tx 10093 Line 1,3093.78,Debit
TX-10093,25/06/2025,301000,Journal Entry - Tx 10093 Line 2,-3093.78,Credit
TX-10094,16/09/2025,101000,Journal Entry - Tx 10094 Line 1,7353.55,Debit
TX-10094,16/09/2025,201000,Journal Entry - Tx 10094 Line 2,-7353.55,Credit
TX-10095,21/11/2025,110000,Journal Entry - Tx 10095 Line 1,6382.46,Debit
TX-10095,21/11/2025,201000,Journal Entry - Tx 10095 Line 2,-6382.46,Credit
TX-10096,02/01/2025,102001,Journal Entry - Tx 10096 Line 1,5036.67,Debit
TX-10096,02/01/2025,402000,Journal Entry - Tx 10096 Line 2,-5036.67,Credit
TX-10097,15/05/2025,501000,Journal Entry - Tx 10097 Line 1,2465.65,Debit
TX-10097,15/05/2025,401000,Journal Entry - Tx 10097 Line 2,-2465.65,Credit
TX-10098,28/12/2025,101000,Journal Entry - Tx 10098 Line 1,6443.92,Debit
TX-10098,28/12/2025,201000,Journal Entry - Tx 10098 Line 2,-6443.92,Credit
TX-10099,08/02/2025,610000,Journal Entry - Tx 10099 Line 1,14178.51,Debit
TX-10099,08/02/2025,210000,Journal Entry - Tx 10099 Line 2,-14178.51,Credit
TX-10100,07/10/2025,110000,Journal Entry - Tx 10100 Line 1,588.62,Debit
TX-10100,07/10/2025,401000,Journal Entry - Tx 10100 Line 2,-588.62,Credit
TX-10101,10/10/2025,102001,Journal Entry - Tx 10101 Line 1,2264,Debit
TX-10101,10/10/2025,201000,Journal Entry - Tx 10101 Line 2,-2264,Credit
TX-10102,07/06/2025,101000,Journal Entry - Tx 10102 Line 1,5501.54,Debit
TX-10102,07/06/2025,301000,Journal Entry - Tx 10102 Line 2,-5501.54,Credit
TX-10103,18/04/2025,610000,Journal Entry - Tx 10103 Line 1,10246.9,Debit
TX-10103,18/04/2025,201000,Journal Entry - Tx 10103 Line 2,-10246.9,Credit
TX-10104,01/07/2025,501000,Journal Entry - Tx 10104 Line 1,11712.74,Debit
TX-10104,01/07/2025,401000,Journal Entry - Tx 10104 Line 2,-11712.74,Credit
TX-10105,21/03/2025,102001,Journal Entry - Tx 10105 Line 1,13890.17,Debit
TX-10105,21/03/2025,210000,Journal Entry - Tx 10105 Line 2,-13890.17,Credit
TX-10106,01/04/2025,101000,Journal Entry - Tx 10106 Line 1,13227.17,Debit
TX-10106,01/04/2025,210000,Journal Entry - Tx 10106 Line 2,-13227.17,Credit
TX-10107,20/06/2025,501000,Journal Entry - Tx 10107 Line 1,11746.68,Debit
TX-10107,20/06/2025,402000,Journal Entry - Tx 10107 Line 2,-11746.68,Credit
TX-10108,08/05/2025,610000,Journal Entry - Tx 10108 Line 1,4038.75,Debit
TX-10108,08/05/2025,201000,Journal Entry - Tx 10108 Line 2,-4038.75,Credit
TX-10109,15/07/2025,501000,Journal Entry - Tx 10109 Line 1,13088.89,Debit
TX-10109,15/07/2025,210000,Journal Entry - Tx 10109 Line 2,-13088.89,Credit
TX-10110,13/04/2025,501000,Journal Entry - Tx 10110 Line 1,12257.97,Debit
TX-10110,13/04/2025,301000,Journal Entry - Tx 10110 Line 2,-12257.97,Credit
TX-10111,06/06/2025,102001,Journal Entry - Tx 10111 Line 1,12317.02,Debit
TX-10111,06/06/2025,210000,Journal Entry - Tx 10111 Line 2,-12317.02,Credit
TX-10112,13/01/2025,501000,Journal Entry - Tx 10112 Line 1,9917.5,Debit
TX-10112,13/01/2025,301000,Journal Entry - Tx 10112 Line 2,-9917.5,Credit
TX-10113,23/05/2025,110000,Journal Entry - Tx 10113 Line 1,12972.08,Debit
TX-10113,23/05/2025,301000,Journal Entry - Tx 10113 Line 2,-12972.08,Credit
TX-10114,25/11/2025,610000,Journal Entry - Tx 10114 Line 1,7665.61,Debit
TX-10114,25/11/2025,401000,Journal Entry - Tx 10114 Line 2,-7665.61,Credit
TX-10115,19/06/2025,101000,Journal Entry - Tx 10115 Line 1,14091.6,Debit
TX-10115,19/06/2025,301000,Journal Entry - Tx 10115 Line 2,-14091.6,Credit
TX-10116,02/04/2025,110000,Journal Entry - Tx 10116 Line 1,8729.82,Debit
TX-10116,02/04/2025,201000,Journal Entry - Tx 10116 Line 2,-8729.82,Credit
TX-10117,25/02/2025,110000,Journal Entry - Tx 10117 Line 1,8968.74,Debit
TX-10117,25/02/2025,402000,Journal Entry - Tx 10117 Line 2,-8968.74,Credit
TX-10118,10/06/2025,601010,Journal Entry - Tx 10118 Line 1,6574.09,Debit
TX-10118,10/06/2025,201000,Journal Entry - Tx 10118 Line 2,-6574.09,Credit
TX-10119,17/07/2025,102001,Journal Entry - Tx 10119 Line 1,13497.6,Debit
TX-10119,17/07/2025,301000,Journal Entry - Tx 10119 Line 2,-13497.6,Credit
TX-10120,23/01/2025,101000,Journal Entry - Tx 10120 Line 1,10646.34,Debit
TX-10120,23/01/2025,401000,Journal Entry - Tx 10120 Line 2,-10646.34,Credit
TX-10121,03/10/2025,610000,Journal Entry - Tx 10121 Line 1,10318.51,Debit
TX-10121,03/10/2025,402000,Journal Entry - Tx 10121 Line 2,-10318.51,Credit
TX-10122,10/12/2025,501000,Journal Entry - Tx 10122 Line 1,2995.68,Debit
TX-10122,10/12/2025,201000,Journal Entry - Tx 10122 Line 2,-2995.68,Credit
TX-10123,07/12/2025,601010,Journal Entry - Tx 10123 Line 1,13815.52,Debit
TX-10123,07/12/2025,301000,Journal Entry - Tx 10123 Line 2,-13815.52,Credit
TX-10124,06/12/2025,610000,Journal Entry - Tx 10124 Line 1,12727.83,Debit
TX-10124,06/12/2025,301000,Journal Entry - Tx 10124 Line 2,-12727.83,Credit
TX-10125,17/09/2025,501000,Journal Entry - Tx 10125 Line 1,4673.81,Debit
TX-10125,17/09/2025,301000,Journal Entry - Tx 10125 Line 2,-4673.81,Credit
TX-10126,26/07/2025,601010,Journal Entry - Tx 10126 Line 1,10473.27,Debit
TX-10126,26/07/2025,210000,Journal Entry - Tx 10126 Line 2,-10473.27,Credit
TX-10127,09/04/2025,501000,Journal Entry - Tx 10127 Line 1,6335.67,Debit
TX-10127,09/04/2025,402000,Journal Entry - Tx 10127 Line 2,-6335.67,Credit
TX-10128,31/03/2025,110000,Journal Entry - Tx 10128 Line 1,9251.95,Debit
TX-10128,31/03/2025,390000,Journal Entry - Tx 10128 Line 2,-9251.95,Credit
TX-10129,08/10/2025,110000,Journal Entry - Tx 10129 Line 1,12514.19,Debit
TX-10129,08/10/2025,301000,Journal Entry - Tx 10129 Line 2,-12514.19,Credit
TX-10130,18/04/2025,601010,Journal Entry - Tx 10130 Line 1,6476.83,Debit
TX-10130,18/04/2025,401000,Journal Entry - Tx 10130 Line 2,-6476.83,Credit
TX-10131,02/12/2025,501000,Journal Entry - Tx 10131 Line 1,4867.63,Debit
TX-10131,02/12/2025,390000,Journal Entry - Tx 10131 Line 2,-4867.63,Credit
TX-10132,12/12/2025,501000,Journal Entry - Tx 10132 Line 1,3244.84,Debit
TX-10132,12/12/2025,402000,Journal Entry - Tx 10132 Line 2,-3244.84,Credit
TX-10133,28/03/2025,110000,Journal Entry - Tx 10133 Line 1,9899.82,Debit
TX-10133,28/03/2025,401000,Journal Entry - Tx 10133 Line 2,-9899.82,Credit
TX-10134,06/12/2025,110000,Journal Entry - Tx 10134 Line 1,9512.47,Debit
TX-10134,06/12/2025,201000,Journal Entry - Tx 10134 Line 2,-9512.47,Credit
TX-10135,01/05/2025,102001,Journal Entry - Tx 10135 Line 1,10108.3,Debit
TX-10135,01/05/2025,210000,Journal Entry - Tx 10135 Line 2,-10108.3,Credit
TX-10136,17/03/2025,102001,Journal Entry - Tx 10136 Line 1,415.16,Debit
TX-10136,17/03/2025,390000,Journal Entry - Tx 10136 Line 2,-415.16,Credit
TX-10137,09/11/2025,101000,Journal Entry - Tx 10137 Line 1,12753.58,Debit
TX-10137,09/11/2025,390000,Journal Entry - Tx 10137 Line 2,-12753.58,Credit
TX-10138,01/08/2025,601010,Journal Entry - Tx 10138 Line 1,13297.75,Debit
TX-10138,01/08/2025,210000,Journal Entry - Tx 10138 Line 2,-13297.75,Credit
TX-10139,23/12/2025,501000,Journal Entry - Tx 10139 Line 1,5790.48,Debit
TX-10139,23/12/2025,210000,Journal Entry - Tx 10139 Line 2,-5790.48,Credit
TX-10140,17/03/2025,101000,Journal Entry - Tx 10140 Line 1,9858.07,Debit
TX-10140,17/03/2025,201000,Journal Entry - Tx 10140 Line 2,-9858.07,Credit
TX-10141,06/08/2025,610000,Journal Entry - Tx 10141 Line 1,3321.67,Debit
TX-10141,06/08/2025,401000,Journal Entry - Tx 10141 Line 2,-3321.67,Credit
TX-10142,26/08/2025,102001,Journal Entry - Tx 10142 Line 1,800.76,Debit
TX-10142,26/08/2025,201000,Journal Entry - Tx 10142 Line 2,-800.76,Credit
TX-10143,22/08/2025,501000,Journal Entry - Tx 10143 Line 1,2043.42,Debit
TX-10143,22/08/2025,402000,Journal Entry - Tx 10143 Line 2,-2043.42,Credit
TX-10144,29/09/2025,601010,Journal Entry - Tx 10144 Line 1,14818.99,Debit
TX-10144,29/09/2025,301000,Journal Entry - Tx 10144 Line 2,-14818.99,Credit
TX-10145,15/08/2025,610000,Journal Entry - Tx 10145 Line 1,9209.15,Debit
TX-10145,15/08/2025,401000,Journal Entry - Tx 10145 Line 2,-9209.15,Credit
TX-10146,07/08/2025,601010,Journal Entry - Tx 10146 Line 1,12467.01,Debit
TX-10146,07/08/2025,390000,Journal Entry - Tx 10146 Line 2,-12467.01,Credit
TX-10147,23/03/2025,501000,Journal Entry - Tx 10147 Line 1,11167.65,Debit
TX-10147,23/03/2025,390000,Journal Entry - Tx 10147 Line 2,-11167.65,Credit
TX-10148,13/05/2025,610000,Journal Entry - Tx 10148 Line 1,11289.06,Debit
TX-10148,13/05/2025,301000,Journal Entry - Tx 10148 Line 2,-11289.06,Credit
TX-10149,24/09/2025,102001,Journal Entry - Tx 10149 Line 1,7294.73,Debit
TX-10149,24/09/2025,301000,Journal Entry - Tx 10149 Line 2,-7294.73,Credit
TX-10150,14/08/2025,110000,Journal Entry - Tx 10150 Line 1,1208.38,Debit
TX-10150,14/08/2025,210000,Journal Entry - Tx 10150 Line 2,-1208.38,Credit
TX-10151,20/05/2025,601010,Journal Entry - Tx 10151 Line 1,5070.92,Debit
TX-10151,20/05/2025,201000,Journal Entry - Tx 10151 Line 2,-5070.92,Credit
TX-10152,12/03/2025,501000,Journal Entry - Tx 10152 Line 1,2304.92,Debit
TX-10152,12/03/2025,402000,Journal Entry - Tx 10152 Line 2,-2304.92,Credit
TX-10153,20/03/2025,101000,Journal Entry - Tx 10153 Line 1,10610.97,Debit
TX-10153,20/03/2025,390000,Journal Entry - Tx 10153 Line 2,-10610.97,Credit
TX-10154,28/07/2025,501000,Journal Entry - Tx 10154 Line 1,4996.68,Debit
TX-10154,28/07/2025,390000,Journal Entry - Tx 10154 Line 2,-4996.68,Credit
TX-10155,01/02/2025,501000,Journal Entry - Tx 10155 Line 1,3142.17,Debit
TX-10155,01/02/2025,390000,Journal Entry - Tx 10155 Line 2,-3142.17,Credit
TX-10156,27/10/2025,101000,Journal Entry - Tx 10156 Line 1,14193.63,Debit
TX-10156,27/10/2025,401000,Journal Entry - Tx 10156 Line 2,-14193.63,Credit
TX-10157,14/07/2025,110000,Journal Entry - Tx 10157 Line 1,7180.85,Debit
TX-10157,14/07/2025,301000,Journal Entry - Tx 10157 Line 2,-7180.85,Credit
